data_captura,indice,indice_nome,codigo_ativo,nome_ativo,tipo_ativo,quantidade_teorica,participacao_pct,reducao_capital,segmento
2026-06-03,AGFS,AGFS,TTEN3,3TENTOS,ON      NM,216464847,3.895,,
2026-06-03,AGFS,AGFS,ABEV3,AMBEV S/A,ON,427038841,8.377,,
2026-06-03,AGFS,AGFS,ARML3,ARMAC,ON      NM,234954742,0.981,,
2026-06-03,AGFS,AGFS,ASAI3,ASSAI,ON      NM,581268840,6.273,,
2026-06-03,AGFS,AGFS,SOJA3,BOA SAFRA,ON      NM,382910526,2.922,,
2026-06-03,AGFS,AGFS,CAML3,CAMIL,ON  ED  NM,301976627,1.930,,
2026-06-03,AGFS,AGFS,CSAN3,COSAN,ON  ATZ NM,1565041054,7.241,,
2026-06-03,AGFS,AGFS,DXCO3,DEXCO,ON      NM,788156234,4.474,,
2026-06-03,AGFS,AGFS,GMAT3,GRUPO MATEUS,ON      NM,413409376,2.075,,
2026-06-03,AGFS,AGFS,HBSA3,HIDROVIAS,ON      NM,518220013,1.953,,
2026-06-03,AGFS,AGFS,RANI3,IRANI,ON      NM,434200080,4.070,,
2026-06-03,AGFS,AGFS,JSLG3,JSL,ON      NM,149434826,1.101,,
2026-06-03,AGFS,AGFS,KEPL3,KEPLER WEBER,ON      NM,191372172,1.467,,
2026-06-03,AGFS,AGFS,KLBN11,KLABIN S/A,UNT     N2,432687821,8.725,,
2026-06-03,AGFS,AGFS,MBRF3,MARFRIG,ON      NM,342727802,6.478,,
2026-06-03,AGFS,AGFS,MILS3,MILLS,ON      NM,117072736,2.136,,
2026-06-03,AGFS,AGFS,BEEF3,MINERVA,ON      NM,644649866,2.691,,
2026-06-03,AGFS,AGFS,RAPT4,RANDON PART,PN      N1,242762844,1.485,,
2026-06-03,AGFS,AGFS,RCSL4,RECRUSUL,PN,1334151327,0.875,,
2026-06-03,AGFS,AGFS,RAIL3,RUMO S.A.,ON      NM,342744473,5.800,,
2026-06-03,AGFS,AGFS,SMTO3,SAO MARTINHO,ON      NM,268623575,5.606,,
2026-06-03,AGFS,AGFS,SLCE3,SLC AGRICOLA,ON      NM,300889571,5.486,,
2026-06-03,AGFS,AGFS,SUZB3,SUZANO S.A.,ON      NM,170881990,8.239,,
2026-06-03,AGFS,AGFS,TUPY3,TUPY,ON      NM,120761340,1.871,,
2026-06-03,AGFS,AGFS,VAMO3,VAMOS,ON      NM,408052194,1.445,,
